()

------ PROCESSES AND THREADS (ps -A -T -Z -O pri,nice,rtprio,sched,pcy,time) ------
LABEL                          USER           PID   TID  PPID     VSZ    RSS WCHAN            ADDR S PRI  NI RTPRIO SCH PCY     TIME CMD            
u:r:system_server:s0           system        3851  3880  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:01 android.io
u:r:system_server:s0           system        3851  3882  3504 5333140 406356 0                   0 S  22  -3      -   0  ta 00:00:00 android.display
u:r:system_server:s0           system        3851  3889  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 CpuTracker
u:r:system_server:s0           system        3851  3891  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:18 PowerManagerSer
u:r:system_server:s0           system        3851  3894  3504 5333140 406356 0                   0 S  21  -2      -   0  fg 00:00:00 BatteryStats_wa
u:r:system_server:s0           system        3851  3895  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 mSvcLEDThread
u:r:system_server:s0           system        3851  3896  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 mSvcPdpThread
u:r:system_server:s0           system        3851  3898  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 PersonaManagerS
u:r:system_server:s0           system        3851  3899  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 PackageManager
u:r:system_server:s0           system        3851  3908  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 PackageManager
u:r:system_server:s0           system        3851  3909  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 EMPackageHandle
u:r:system_server:s0           system        3851  3910  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 AutoDisableThre
u:r:system_server:s0           system        3851  3959  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 PackageInstalle
u:r:system_server:s0           system        3851  3960  3504 5333140 406356 0                   0 S  23  -4      -   0  ta 00:00:03 android.anim
u:r:system_server:s0           system        3851  3961  3504 5333140 406356 0                   0 S  23  -4      -   0  ta 00:00:00 android.anim.lf
u:r:system_server:s0           system        3851  3964  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 HwBinder:3851_1
u:r:system_server:s0           system        3851  3965  3504 5333140 406356 0                   0 S  21  -2      -   0  fg 00:00:00 BatteryService
u:r:system_server:s0           system        3851  3969  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 HealthServiceRe
u:r:system_server:s0           system        3851  3971  3504 5333140 406356 0                   0 S  27  -8      -   0  fg 00:00:00 SensorEventAckR
u:r:system_server:s0           system        3851  3972  3504 5333140 406356 0                   0 S  50  -8     10   1  fg 00:00:12 SensorService
u:r:system_server:s0           system        3851  3977  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 Thread-6
u:r:system_server:s0           system        3851  3980  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 Thread-7
u:r:system_server:s0           system        3851  3985  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SEAMService
u:r:system_server:s0           system        3851  3987  3504 5333140 406356 0                   0 S  21  -2      -   0  fg 00:00:00 AccountManagerS
u:r:system_server:s0           system        3851  3989  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 SettingsProvide
u:r:system_server:s0           system        3851  3991  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 cover
u:r:system_server:s0           system        3851  3992  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SemGoodCatchSer
u:r:system_server:s0           system        3851  3994  3504 5333140 406356 0                   0 S  18   1      -   0  fg 00:00:00 Hqm Thread2
u:r:system_server:s0           system        3851  3995  3504 5333140 406356 0                   0 S  18   1      -   0  fg 00:00:00 Hqm Thread3
u:r:system_server:s0           system        3851  3996  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:05 AlarmManager
u:r:system_server:s0           system        3851  3997  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 context_aware
u:r:system_server:s0           system        3851  3998  3504 5333140 406356 0                   0 S  18   1      -   0  fg 00:00:00 Hqm Thread1
u:r:system_server:s0           system        3851  3999  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SensorHubManage
u:r:system_server:s0           system        3851  4000  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 CAESHubEvtHler
u:r:system_server:s0           system        3851  4001  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 CaPowerManagerr
u:r:system_server:s0           system        3851  4002  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SensorHubManage
u:r:system_server:s0           system        3851  4003  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SensorHubManage
u:r:system_server:s0           system        3851  4004  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 scontext
u:r:system_server:s0           system        3851  4005  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 CAEMgr
u:r:system_server:s0           system        3851  4006  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 DEVROOT#Socket
u:r:system_server:s0           system        3851  4007  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 TimaService
u:r:system_server:s0           system        3851  4010  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:01 motion_recognit
u:r:system_server:s0           system        3851  4011  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 Thread-8
u:r:system_server:s0           system        3851  4012  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 sensorThread
u:r:system_server:s0           system        3851  4013  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 FreefreeFallDet
u:r:system_server:s0           system        3851  4014  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SensorCalibrati
u:r:system_server:s0           system        3851  4015  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SensorCheckingT
u:r:system_server:s0           system        3851  4016  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 sensorThread
u:r:system_server:s0           system        3851  4017  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 Thread-9
u:r:system_server:s0           system        3851  4018  3504 5333140 406356 0                   0 S   9  10      -   0  ta 00:00:00 LazyAspectRatio
u:r:system_server:s0           system        3851  4020  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:01 UEventObserver
u:r:system_server:s0           system        3851  4022  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 desktopmode
u:r:system_server:s0           system        3851  4023  3504 5333140 406356 0                   0 S  27  -8      -   0  fg 00:00:05 InputDispatcher
u:r:system_server:s0           system        3851  4024  3504 5333140 406356 0                   0 S  27  -8      -   0  fg 00:00:01 InputReader
u:r:system_server:s0           system        3851  4027  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:05 NetworkWatchlis
u:r:system_server:s0           system        3851  4028  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SATServiceAt
u:r:system_server:s0           system        3851  4029  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SATServiceData
u:r:system_server:s0           system        3851  4031  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 RCPManagerServi
u:r:system_server:s0           system        3851  4032  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SAccessoryManag
u:r:system_server:s0           system        3851  4034  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 StorageManagerS
u:r:system_server:s0           system        3851  4036  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 DirEncryptConne
u:r:system_server:s0           system        3851  4037  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 DirEncryptServi
u:r:system_server:s0           system        3851  4038  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 KeyManagementUt
u:r:system_server:s0           system        3851  4039  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 CallbackHandler
u:r:system_server:s0           system        3851  4041  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 NetworkDatausag
u:r:system_server:s0           system        3851  4042  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 WifiPolicyHandl
u:r:system_server:s0           system        3851  4043  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 KnoxCustomManag
u:r:system_server:s0           system        3851  4044  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 NetdConnector
u:r:system_server:s0           system        3851  4045  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 KnoxVpnHandler
u:r:system_server:s0           system        3851  4047  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 NetworkStats
u:r:system_server:s0           system        3851  4048  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:01 NetworkPolicy
u:r:system_server:s0           system        3851  4049  3504 5333140 406356 0                   0 S  21  -2      -   0  fg 00:00:00 tworkPolicy.uid
u:r:system_server:s0           system        3851  4050  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 WifiService
u:r:system_server:s0           system        3851  4051  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 WifiStateMachin
u:r:system_server:s0           system        3851  4052  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 ResultFailHandl
u:r:system_server:s0           system        3851  4053  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 WifiGuiderMgmtS
u:r:system_server:s0           system        3851  4054  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 WifiScanningSer
u:r:system_server:s0           system        3851  4055  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 ConnectivityThr
u:r:system_server:s0           system        3851  4056  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 WifiP2pService
u:r:system_server:s0           system        3851  4061  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 ConnectivitySer
u:r:system_server:s0           system        3851  4062  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 roid.pacmanager
u:r:system_server:s0           system        3851  4063  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 NsdService
u:r:system_server:s0           system        3851  4064  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 mDnsConnector
u:r:system_server:s0           system        3851  4065  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:01 notification-sq
u:r:system_server:s0           system        3851  4066  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 ranker
u:r:system_server:s0           system        3851  4067  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:01 DeviceStorageMo
u:r:system_server:s0           system        3851  4068  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 AudioService
u:r:system_server:s0           system        3851  4069  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 UsbHostNotifica
u:r:system_server:s0           system        3851  4072  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 HwBinder:3851_2
u:r:system_server:s0           system        3851  4073  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:02 HwBinder:3851_3
u:r:system_server:s0           system        3851  4076  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 GraphicsStats-d
u:r:system_server:s0           system        3851  4077  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 GraphicsStats-S
u:r:system_server:s0           system        3851  4078  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 rvice.LogThread
u:r:system_server:s0           system        3851  4079  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 SliceManagerSer
u:r:system_server:s0           system        3851  4080  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 CameraService_p
u:r:system_server:s0           system        3851  4081  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 CredentialManag
u:r:system_server:s0           system        3851  4091  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 RestrictionToas
u:r:system_server:s0           system        3851  4092  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 InternalHandler
u:r:system_server:s0           system        3851  4093  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 Thread-13
u:r:system_server:s0           system        3851  4095  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 CCM InternalHan
u:r:system_server:s0           system        3851  4096  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 CCM UpdateACMHa
u:r:system_server:s0           system        3851  4097  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 CCM LicenseHand
u:r:system_server:s0           system        3851  4098  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 CCM ContainerEv
u:r:system_server:s0           system        3851  4099  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 Tima Keystore I
u:r:system_server:s0           system        3851  4101  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SyncHandler-0
u:r:system_server:s0           system        3851  4103  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 WifiConnectivit
u:r:system_server:s0           system        3851  4104  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 NetworkStatsThr
u:r:system_server:s0           system        3851  4105  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 QualityResultHa
u:r:system_server:s0           system        3851  4106  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 QualitySocketHa
u:r:system_server:s0           system        3851  4107  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 CaptivePortalHa
u:r:system_server:s0           system        3851  4108  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 AutoWifi
u:r:system_server:s0           system        3851  4109  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 AnyMotionDetect
u:r:system_server:s0           system        3851  4110  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 EthernetService
u:r:system_server:s0           system        3851  4111  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:01 TaskSnapshotPer
u:r:system_server:s0           system        3851  4112  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 InputDeviceLigh
u:r:system_server:s0           system        3851  4113  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:03 PhotonicModulat
u:r:system_server:s0           system        3851  4114  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 Timer-0
u:r:system_server:s0           system        3851  4115  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 SdpManagerServi
u:r:system_server:s0           system        3851  4116  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 SdpLogService
u:r:system_server:s0           system        3851  4117  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SmartBondingSer
u:r:system_server:s0           system        3851  4118  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:06 Binder:3851_3
u:r:system_server:s0           system        3851  4119  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 RenderThread
u:r:system_server:s0           system        3851  4123  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 KnoxKeyguardScr
u:r:system_server:s0           system        3851  4124  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 FgCheckThread
u:r:system_server:s0           system        3851  4125  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 GameManagerServ
u:r:system_server:s0           system        3851  4126  3504 5333140 406356 0                   0 S  18   1      -   0  fg 00:00:00 CodecSolutionHa
u:r:system_server:s0           system        3851  4127  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 LazyTaskWriterT
u:r:system_server:s0           system        3851  4128  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 activeLaunch
u:r:system_server:s0           system        3851  4142  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 SyncManager
u:r:system_server:s0           system        3851  4165  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 UsbService host
u:r:system_server:s0           system        3851  4169  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:03 Binder:3851_4
u:r:system_server:s0           system        3851  4170  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 Thread-17
u:r:system_server:s0           system        3851  4201  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 NetworkStatsObs
u:r:system_server:s0           system        3851  4211  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:09 Binder:3851_5
u:r:system_server:s0           system        3851  4232  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:12 Binder:3851_6
u:r:system_server:s0           system        3851  4233  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:05 Binder:3851_7
u:r:system_server:s0           system        3851  4254  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 UrspService
u:r:system_server:s0           system        3851  4255  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 MdoNotification
u:r:system_server:s0           system        3851  4256  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 UrspConnectivit
u:r:system_server:s0           system        3851  4257  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 UrspNms
u:r:system_server:s0           system        3851  4262  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 UrspOperatorSer
u:r:system_server:s0           system        3851  4269  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 UrspNetworkStat
u:r:system_server:s0           system        3851  4271  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:07 watchdog
u:r:system_server:s0           system        3851  4288  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 EmergencyAfford
u:r:system_server:s0           system        3851  4295  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:02 LocationManager
u:r:system_server:s0           system        3851  4316  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 SLocationeServi
u:r:system_server:s0           system        3851  4318  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 NetworkTimeUpda
u:r:system_server:s0           system        3851  4336  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 MdnieScenarioCo
u:r:system_server:s0           system        3851  4344  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 AdaptiveDisplay
u:r:system_server:s0           system        3851  4357  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 HwBinder:3851_4
u:r:system_server:s0           system        3851  4365  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:10 Binder:3851_8
u:r:system_server:s0           system        3851  4366  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:08 Binder:3851_9
u:r:system_server:s0           system        3851  4456  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:10 Binder:3851_A
u:r:system_server:s0           system        3851  4498  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:04 Binder:3851_B
u:r:system_server:s0           system        3851  4499  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:07 Binder:3851_C
u:r:system_server:s0           system        3851  4501  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 MDMAppUsageHand
u:r:system_server:s0           system        3851  4529  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:06 RxSchedulerPurg
u:r:system_server:s0           system        3851  4531  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 RxCachedWorkerP
u:r:system_server:s0           system        3851  4541  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SoundPool
u:r:system_server:s0           system        3851  4542  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SoundPoolThread
u:r:system_server:s0           system        3851  4557  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 BluetoothRouteM
u:r:system_server:s0           system        3851  4558  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 AudioPortEventH
u:r:system_server:s0           system        3851  4569  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 uteStateMachine
u:r:system_server:s0           system        3851  4571  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 CallAudioModeSt
u:r:system_server:s0           system        3851  4586  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 AsyncQueryWorke
u:r:system_server:s0           system        3851  4588  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SamsungRingerHe
u:r:system_server:s0           system        3851  4691  3504 5333140 406356 0                   0 S  21  -2      -   0  fg 00:00:00 queued-work-loo
u:r:system_server:s0           system        3851  4700  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SyncHandler-1
u:r:system_server:s0           system        3851  4701  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 IpClient.wlan0
u:r:system_server:s0           system        3851  4722  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 NetworkMonitorN
u:r:system_server:s0           system        3851  4966  3504 5333140 406356 0                   0 S  21  -2      -   0  ta 00:00:00 ActivityManager
u:r:system_server:s0           system        3851  4970  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 BridgeProxyHand
u:r:system_server:s0           system        3851  4979  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 DbObserver
u:r:system_server:s0           system        3851  4992  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 motionrecogniti
u:r:system_server:s0           system        3851  4993  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 motionrecogniti
u:r:system_server:s0           system        3851  5059  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 UsbDebuggingMan
u:r:system_server:s0           system        3851  5072  3504 5333140 406356 0                   0 S   9  10      -   0  fg 00:00:00 backup
u:r:system_server:s0           system        3851  5172  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:07 Binder:3851_D
u:r:system_server:s0           system        3851  5239  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:35 Binder:3851_E
u:r:system_server:s0           system        3851  5252  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:16 Binder:3851_F
u:r:system_server:s0           system        3851  5277  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:03 Binder:3851_10
u:r:system_server:s0           system        3851  5298  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:10 Binder:3851_11
u:r:system_server:s0           system        3851  5309  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:06 Binder:3851_12
u:r:system_server:s0           system        3851  5317  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:07 Binder:3851_13
u:r:system_server:s0           system        3851  5330  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:11 Binder:3851_14
u:r:system_server:s0           system        3851  5334  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:16 Binder:3851_15
u:r:system_server:s0           system        3851  5375  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:04 Binder:3851_16
u:r:system_server:s0           system        3851  5379  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:04 Binder:3851_17
u:r:system_server:s0           system        3851  5502  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-mem-purge
u:r:system_server:s0           system        3851  5504  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-utility-wo
u:r:system_server:s0           system        3851  5505  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-utility-wo
u:r:system_server:s0           system        3851  5506  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-utility-wo
u:r:system_server:s0           system        3851  5507  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-utility-wo
u:r:system_server:s0           system        3851  5508  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-utility-wo
u:r:system_server:s0           system        3851  5509  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-utility-wo
u:r:system_server:s0           system        3851  5510  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-utility-wo
u:r:system_server:s0           system        3851  5511  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-utility-wo
u:r:system_server:s0           system        3851  5512  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-cmar-backe
u:r:system_server:s0           system        3851  5513  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:00 mali-hist-dump
u:r:system_server:s0           system        3851  5547  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:01 Binder:3851_18
u:r:system_server:s0           system        3851  5672  3504 5333140 406356 0                   0 S   0  19      -   0  fg 00:00:00 Thread-27
u:r:system_server:s0           system        3851  5771  3504 5333140 406356 0                   0 S  23  -4      -   0  fg 00:00:18 PowerManagerSer
u:r:system_server:s0           system        3851  5797  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 pool-10-thread-
u:r:system_server:s0           system        3851  5914  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:14 Binder:3851_19
u:r:system_server:s0           system        3851  7293  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:11 Binder:3851_1A
u:r:system_server:s0           system        3851  7587  3504 5333140 406356 0                   0 S  18   1      -   0  fg 00:00:08 CFMS Handler Th
u:r:system_server:s0           system        3851  9071  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:05 Binder:3851_1B
u:r:system_server:s0           system        3851  9238  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:08 Binder:3851_1C
u:r:system_server:s0           system        3851  9754  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:07 Binder:3851_1D
u:r:system_server:s0           system        3851 11728  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:04 Binder:3851_1E
u:r:system_server:s0           system        3851 12931  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:06 Binder:3851_1F
u:r:system_server:s0           system        3851 14174  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:01 Binder:3851_20
u:r:system_server:s0           system        3851 19378  3504 5333140 406356 0                   0 S  50  -1     10   1  fg 00:00:07 hidl_ssvc_poll
u:r:system_server:s0           system        3851 20930  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SoundPool
u:r:system_server:s0           system        3851 20931  3504 5333140 406356 0                   0 S  19   0      -   0  fg 00:00:00 SoundPoolThread
u:r:system_server:s0           system        3851 22538  3504 5333140 406356 0                   0 S  19   0      -   0  bg 00:00:00 pool-6-thread-2
u:r:tlc_server:s0              system        4008  4008     1   23532   6504 0                   0 S  19   0      -   0  fg 00:00:00 tlc_server
u:r:tlc_server:s0              system        4008  4009     1   23532   6504 0                   0 S  19   0      -   0  fg 00:00:00 Binder:4008_1
u:r:radio:s0                   radio         4130  4130  3504 3990124 169752 0                   0 S  19   0      -   0  fg 00:00:14 m.android.phone
u:r:radio:s0                   radio         4130  4135  3504 3990124 169752 0                   0 S  10   9      -   0  fg 00:00:00 Jit thread pool
u:r:radio:s0                   radio         4130  4136  3504 3990124 169752 0                   0 S  19   0      -   0  fg 00:00:00 Signal Catcher
u:r:radio:s0                   radio         4130  4137  3504 3990124 169752 0                   0 S  15   4      -   0  fg 00:00:00 ReferenceQueueD
u:r:radio:s0                   radio         4130  4138  3504 3990124 169752 0                   0 S  15   4      -   0  fg 00:00:00 FinalizerDaemon
u:r:radio:s0                   radio         4130  4139  3504 3990124 169752 0                   0 S  15   4      -   0  fg 00:00:00 FinalizerWatchd
u:r:radio:s0                   radio         4130  4140  3504 3990124 169752 0                   0 S  15   4      -   0  fg 00:00:00 HeapTaskDaemon
